gene_names,ParA-1,EtopR-1,DoxR-1,DasR-1,AfatR-1,LapR-1,GefR-1,GenR-1,MubR-1,SunR-1,PurR-1,TXR-1
LOC440570,4.44810551543021,5.54172875988317,5.09205298881721,4.8010836419585,5.25367539274769,4.66758719718456,5.30019337271898,5.37612735168019,4.4211857319761,5.04666342073817,4.71718268343995,4.69153649041194
CROCC,6.58445162633515,6.8384437446709,7.05155943248802,6.53348905405914,7.15283502927278,6.67841497687266,6.86442629780796,6.81972661534625,6.92273661961625,7.13357625963474,6.86736898057064,6.8433034341552
LOC400743,5.9814687748312,6.044151253433,6.1239393488964,6.07168102501338,6.17601647223062,6.18471999851048,6.05246489067516,5.95685524664005,5.82828506445299,6.05305343332488,6.38194841131032,6.21853357580563
PADI1,5.54545245138301,5.60297695980679,5.3933084888873,5.42545055145771,5.60511521044169,5.63731121313731,5.8052074039075,5.52416752853152,5.2435740908052,5.65975070512873,5.99731992238271,6.04444095179157
PADI3,6.58153012737301,6.37224695742236,6.27820724757272,6.82194243160119,6.70358243744578,6.60369046481645,6.48307361695514,6.30872667629847,6.55994259208606,6.64112867446521,6.61961131217183,7.37762140108237
MIR3972,6.18477613128191,6.19209491868206,6.18699857022639,6.03866093830273,6.20063327060186,6.1750680301169,6.23980868342528,5.66296990749516,6.26016782214062,6.34715607824427,6.04930150576223,6.12825342063027
PADI4,6.50510837816974,5.28949330813641,5.50293142911486,5.40030338373715,5.63756063182573,5.1411215749315,5.31895634291722,5.30967039774078,5.27403858710476,5.36344463992697,5.60769107230948,5.3473724760587
PADI6,6.20349755949046,6.0619532152704,6.1072171860772,6.09503980038204,6.15676612310775,6.05187782128782,5.91121722201532,6.09036650414802,6.02587291855058,6.21257820828398,6.07615343776133,6.0716112216671
ARHGEF10L,7.23780470148626,6.70567719468671,6.58453275815791,6.68302182521304,6.8336295471283,6.74479548860433,6.45723561895682,6.64593799206068,6.33172898030189,6.4882837151101,7.25589186579783,7.83542945255374
ACTL8,5.83207508366832,5.75755769246948,6.07825588670408,6.2479723494592,6.12784486689545,6.17248838037376,5.94733394064048,5.8993942484762,5.90889360761257,6.15991425238717,6.02801093509254,6.01303550014531
IGSF21,6.37573836200313,6.81426469174034,7.46776920836369,7.77521497439894,7.53454520293081,7.74667887620305,6.36470523894948,8.01253270403965,7.23333577513509,7.27744371586858,6.1591359926999,6.08645959090174
KLHDC7A,6.88923323336651,5.98170387945917,5.74660507862396,6.03747529103709,6.26242456305154,6.09875261751835,5.67979428379093,5.93192386068157,5.82877329413233,6.11751234971763,6.0887309595907,6.13025278376736
PAX7,6.82703167667774,6.36756643694783,6.39785528915477,6.27083582046706,6.49351256834907,6.5049163563456,6.17530491238604,6.35996376172451,6.31897510719212,6.39076765051751,6.12498932897661,6.34010374519177
LOC284513,6.71097412989459,6.25520211795249,5.76999556882261,6.1720507577071,5.87400317254738,5.8699607260364,7.23798851149867,6.20464869380915,6.14314445541761,5.95042182177223,5.9245942058832,5.98997017895946
MRTO4,9.13927205887645,9.62500927943459,9.54957292514134,9.54781958757895,9.52249159597587,9.80623519181272,9.47291246038083,9.54772852819773,9.67465905309356,9.58066218913078,10.0227024323194,9.37256946261031
